"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API will throw error if both different combination of dates and include is invalid","1854","Verify that Search API will throw error if both different combination of dates and include is invalid","features.APITests.steps","Wed Mar 18 14:10:59 UTC 2026","passed","Wed Mar 18 14:11:01 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3211","Verify that the POST Create API for different vaccine types","features.APITests.steps","Wed Mar 18 14:06:04 UTC 2026","passed","Wed Mar 18 14:06:08 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Flu event is created and search post request fetch the only one record matched with identifier and _elements","2365","Flu event is created and search post request fetch the only one record matched with identifier and  elements","features.APITests.steps","Wed Mar 18 14:11:53 UTC 2026","passed","Wed Mar 18 14:11:55 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","2441","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Wed Mar 18 14:09:55 UTC 2026","passed","Wed Mar 18 14:09:57 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API will throw error if NHS Number is invalid","1914","Verify that Search API will throw error if NHS Number is invalid","features.APITests.steps","Wed Mar 18 14:10:50 UTC 2026","passed","Wed Mar 18 14:10:52 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient gender is invalid","2646","Verify that the POST Create API will fail if patient gender is invalid","features.APITests.steps","Wed Mar 18 14:09:05 UTC 2026","passed","Wed Mar 18 14:09:08 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API will throw error if target-disease is used together with -immunization.target","2311","Verify that Search API will throw error if target-disease is used together with -immunization.target","features.APITests.steps","Wed Mar 18 14:12:11 UTC 2026","passed","Wed Mar 18 14:12:14 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3020","Verify that the POST Create API for different vaccine types","features.APITests.steps","Wed Mar 18 14:05:51 UTC 2026","passed","Wed Mar 18 14:05:54 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","2630","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Wed Mar 18 14:10:10 UTC 2026","passed","Wed Mar 18 14:10:12 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","2331","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Wed Mar 18 14:10:36 UTC 2026","passed","Wed Mar 18 14:10:39 UTC 2026","","Search the immunization of a patient","",""
