"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get successful if non mandatory fields are missing in batch file","55090","verify that vaccination record will be get successful if non mandatory fields are missing in batch file","features.batchTests.Steps","Mon Apr 20 11:40:23 UTC 2026","passed","Mon Apr 20 11:41:18 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get rejected if non mandatory fields are empty string in batch file","39496","verify that vaccination record will be get rejected if non mandatory fields are empty string in batch file","features.batchTests.Steps","Mon Apr 20 11:39:43 UTC 2026","passed","Mon Apr 20 11:40:23 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get rejected if expiry_date is invalid in batch file","39593","verify that vaccination record will be get rejected if expiry date is invalid in batch file","features.batchTests.Steps","Mon Apr 20 11:34:05 UTC 2026","passed","Mon Apr 20 11:34:44 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/batchTests/create_batch.feature: verify that vaccination record will be successful if mandatory field for site, location and unique URI are invalid in batch file","52823","verify that vaccination record will be successful if mandatory field for site, location and unique URI are invalid in batch file","features.batchTests.Steps","Mon Apr 20 11:38:05 UTC 2026","passed","Mon Apr 20 11:38:58 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/batchTests/update_batch.feature: Update immunization event for a patient through batch file","52290","Update immunization event for a patient through batch file","features.batchTests.Steps","Mon Apr 20 11:46:20 UTC 2026","passed","Mon Apr 20 11:47:12 UTC 2026","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/batchTests/create_batch.feature: Verify that vaccination record will be get rejected if date_and_time is invalid in batch file","39371","Verify that vaccination record will be get rejected if date and time is invalid in batch file","features.batchTests.Steps","Mon Apr 20 11:32:46 UTC 2026","passed","Mon Apr 20 11:33:25 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/batchTests/create_batch.feature: Verify that minimum dataset vaccination record will be created through batch file","48712","Verify that minimum dataset vaccination record will be created through batch file","features.batchTests.Steps","Mon Apr 20 11:31:57 UTC 2026","passed","Mon Apr 20 11:32:46 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/batchTests/update_batch.feature: Verify batch update fails due to missing mandatory fields or a duplicate record for already existing record","45611","Verify batch update fails due to missing mandatory fields or a duplicate record for already existing record","features.batchTests.Steps","Mon Apr 20 11:48:37 UTC 2026","passed","Mon Apr 20 11:49:22 UTC 2026","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get rejected if Person date of birth is invalid in batch file","39395","verify that vaccination record will be get rejected if Person date of birth is invalid in batch file","features.batchTests.Steps","Mon Apr 20 11:34:44 UTC 2026","passed","Mon Apr 20 11:35:24 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get successful if performer is invalid in batch file","40763","verify that vaccination record will be get successful if performer is invalid in batch file","features.batchTests.Steps","Mon Apr 20 11:35:58 UTC 2026","passed","Mon Apr 20 11:36:39 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get successful if action flag has different cases","45208","verify that vaccination record will be get successful if action flag has different cases","features.batchTests.Steps","Mon Apr 20 11:38:58 UTC 2026","passed","Mon Apr 20 11:39:43 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/batchTests/create_batch.feature: Verify that vaccination record will be created through batch file received from DPS","153296","Verify that vaccination record will be created through batch file received from DPS","features.batchTests.Steps","Mon Apr 20 11:41:18 UTC 2026","passed","Mon Apr 20 11:43:51 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/batchTests/delete_batch.feature: Verify that the API vaccination record will be successful deleted by batch file upload","54237","Verify that the API vaccination record will be successful deleted by batch file upload","features.batchTests.Steps","Mon Apr 20 11:44:40 UTC 2026","passed","Mon Apr 20 11:45:34 UTC 2026","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/batchTests/update_batch.feature: Verify that the batch vaccination record will be successful updated by API request","43434","Verify that the batch vaccination record will be successful updated by API request","features.batchTests.Steps","Mon Apr 20 11:47:53 UTC 2026","passed","Mon Apr 20 11:48:37 UTC 2026","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
