"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API will throw error if target-disease is used together with -immunization.target","4551","Verify that Search API will throw error if target-disease is used together with -immunization.target","features.APITests.steps","Fri Apr 10 08:03:44 UTC 2026","passed","Fri Apr 10 08:03:49 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API will throw error if both NHS Number and Disease Type are invalid","1757","Verify that Search API will throw error if both NHS Number and Disease Type are invalid","features.APITests.steps","Fri Apr 10 08:01:41 UTC 2026","passed","Fri Apr 10 08:01:43 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/update.feature: Flu event is created and updated twice","6973","Flu event is created and updated twice","features.APITests.steps","Fri Apr 10 08:04:34 UTC 2026","passed","Fri Apr 10 08:04:41 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/update.feature: Scenario Outline name: Verify that the Update API will fail if expiration date has invalid formatted date","3991","Scenario Outline name: Verify that the Update API will fail if expiration date has invalid formatted date","features.APITests.steps","Fri Apr 10 08:06:56 UTC 2026","passed","Fri Apr 10 08:07:00 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API request with minimal dataset for different vaccine types","4513","Verify that the POST Create API request with minimal dataset for different vaccine types","features.APITests.steps","Fri Apr 10 07:54:16 UTC 2026","passed","Fri Apr 10 07:54:21 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/update.feature: Verify that the Update API will be successful with all the valid parameters","5681","Verify that the Update API will be successful with all the valid parameters","features.APITests.steps","Fri Apr 10 08:04:19 UTC 2026","passed","Fri Apr 10 08:04:24 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API will create MNS event when patient is less then 1 year old","5336","Verify that the POST Create API will create MNS event when patient is less then 1 year old","features.APITests.steps","Fri Apr 10 07:58:36 UTC 2026","passed","Fri Apr 10 07:58:42 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API will fail if doseNumberPositiveInt is not valid","22416","Verify that the POST Create API will fail if doseNumberPositiveInt is not valid","features.APITests.steps","Fri Apr 10 07:56:27 UTC 2026","passed","Fri Apr 10 07:56:49 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/delete.feature: Verify that the Delete API will be successful with all the valid parameters","3288","Verify that the Delete API will be successful with all the valid parameters","features.APITests.steps","Fri Apr 10 07:58:46 UTC 2026","passed","Fri Apr 10 07:58:49 UTC 2026","","Delete an immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API returns immunization events when searching by target-disease (POST)","4426","Verify that Search API returns immunization events when searching by target-disease (POST)","features.APITests.steps","Fri Apr 10 08:03:40 UTC 2026","passed","Fri Apr 10 08:03:44 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API will throw error if date from is invalid","1789","Verify that Search API will throw error if date from is invalid","features.APITests.steps","Fri Apr 10 08:01:59 UTC 2026","passed","Fri Apr 10 08:02:01 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/update.feature: Verify that the update request will fail for invalid Etag value","1409","Verify that the update request will fail for invalid Etag value","features.APITests.steps","Fri Apr 10 08:07:21 UTC 2026","passed","Fri Apr 10 08:07:23 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API returns 403 when target-disease resolves only to vaccine types supplier is not authorised for","2168","Verify that Search API returns 403 when target-disease resolves only to vaccine types supplier is not authorised for","features.APITests.steps","Fri Apr 10 08:04:10 UTC 2026","passed","Fri Apr 10 08:04:12 UTC 2026","","Search the immunization of a patient","",""
