"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Immunization Service","5","Search the immunization of a patient","61","0","","0"
"0","Immunization Service","6","Create the immunization event for a patient","77","0","","0"
"0","Immunization Service","1","Read the immunization of a patient","6","0","","0"
"0","Immunization Service","2","Update the immunization of a patient","23","0","","0"
"0","Immunization Service","1","Delete an immunization of a patient","5","0","","0"
"0","Immunization Service","0","Get the API status","4","0","","0"
