"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","2685","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Mon Mar 09 17:01:21 UTC 2026","passed","Mon Mar 09 17:01:23 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","498","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Mon Mar 09 17:01:35 UTC 2026","failed","Mon Mar 09 17:01:35 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/status.feature: Verify that clients cannot make a direct connection without mTLS to AWS backend","553","Verify that clients cannot make a direct connection without mTLS to AWS backend","features.APITests.steps","Mon Mar 09 17:01:36 UTC 2026","passed","Mon Mar 09 17:01:37 UTC 2026","","Get the API status","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3020","Verify that the POST Create API for different vaccine types","features.APITests.steps","Mon Mar 09 17:00:47 UTC 2026","passed","Mon Mar 09 17:00:50 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","3125","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Mon Mar 09 17:01:00 UTC 2026","passed","Mon Mar 09 17:01:03 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","429","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Mon Mar 09 17:01:34 UTC 2026","failed","Mon Mar 09 17:01:34 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","543","Verify that the POST Create API for different vaccine types","features.APITests.steps","Mon Mar 09 17:00:53 UTC 2026","failed","Mon Mar 09 17:00:54 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","2713","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Mon Mar 09 17:01:29 UTC 2026","passed","Mon Mar 09 17:01:31 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","4191","Verify that the POST Create API for different vaccine types","features.APITests.steps","Mon Mar 09 17:00:29 UTC 2026","passed","Mon Mar 09 17:00:33 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","3318","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Mon Mar 09 17:01:09 UTC 2026","passed","Mon Mar 09 17:01:12 UTC 2026","","Search the immunization of a patient","",""
