"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Immunization Service","9","Search the immunization of a patient","12","0","","0"
"0","Immunization Service","0","Get the API status","3","1","","0"
"0","Immunization Service","8","Create the immunization event for a patient","9","0","","0"
"0","Immunization Service","0","Update the immunization of a patient","2","0","","0"
