"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","2763","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Mar 05 09:34:18 UTC 2026","passed","Thu Mar 05 09:34:21 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient name is empty","2234","Verify that the POST Create API will fail if patient name is empty","features.APITests.steps","Thu Mar 05 09:32:59 UTC 2026","passed","Thu Mar 05 09:33:02 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/update.feature: Verify that the Update API will be fails if patient's date of birth has future or invalid formatted date","2824","Verify that the Update API will be fails if patient's date of birth has future or invalid formatted date","features.APITests.steps","Thu Mar 05 09:38:05 UTC 2026","passed","Thu Mar 05 09:38:08 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient gender is invalid","1925","Verify that the POST Create API will fail if patient gender is invalid","features.APITests.steps","Thu Mar 05 09:33:08 UTC 2026","passed","Thu Mar 05 09:33:10 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API returns 403 when target-disease resolves only to vaccine types supplier is not authorised for","2251","Verify that Search API returns 403 when target-disease resolves only to vaccine types supplier is not authorised for","features.APITests.steps","Thu Mar 05 09:36:59 UTC 2026","passed","Thu Mar 05 09:37:01 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API will throw error if NHS Number is invalid","2412","Verify that Search API will throw error if NHS Number is invalid","features.APITests.steps","Thu Mar 05 09:35:09 UTC 2026","passed","Thu Mar 05 09:35:11 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that VACCINATION_PROCEDURE_TERM, VACCINE_PRODUCT_TERM, SITE_OF_VACCINATION_TERM, ROUTE_OF_VACCINATION_TERM fields are mapped to respective text fields in imms delta table","2972","Verify that VACCINATION PROCEDURE TERM, VACCINE PRODUCT TERM, SITE OF VACCINATION TERM, ROUTE OF VACCINATION TERM fields are mapped to respective text fields in imms delta table","features.APITests.steps","Thu Mar 05 09:31:24 UTC 2026","passed","Thu Mar 05 09:31:27 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient surname is invalid","2004","Verify that the POST Create API will fail if patient surname is invalid","features.APITests.steps","Thu Mar 05 09:32:57 UTC 2026","passed","Thu Mar 05 09:32:59 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/update.feature: Verify that the Update API will be fails if patient's date of birth has future or invalid formatted date","3275","Verify that the Update API will be fails if patient's date of birth has future or invalid formatted date","features.APITests.steps","Thu Mar 05 09:38:08 UTC 2026","passed","Thu Mar 05 09:38:11 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3599","Verify that the POST Create API for different vaccine types","features.APITests.steps","Thu Mar 05 09:29:59 UTC 2026","passed","Thu Mar 05 09:30:02 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API will throw error if date from is invalid","2234","Verify that Search API will throw error if date from is invalid","features.APITests.steps","Thu Mar 05 09:35:53 UTC 2026","passed","Thu Mar 05 09:35:55 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API will fail if expiration date has invalid formatted date","1933","Verify that the POST Create API will fail if expiration date has invalid formatted date","features.APITests.steps","Thu Mar 05 09:32:30 UTC 2026","failed","Thu Mar 05 09:32:32 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API request with minimal dataset for different vaccine types","3468","Verify that the POST Create API request with minimal dataset for different vaccine types","features.APITests.steps","Thu Mar 05 09:31:03 UTC 2026","passed","Thu Mar 05 09:31:06 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/update.feature: Scenario Outline name: Verify that the Update API will be fails if recorded has future or invalid formatted date","2596","Scenario Outline name: Verify that the Update API will be fails if recorded has future or invalid formatted date","features.APITests.steps","Thu Mar 05 09:37:52 UTC 2026","passed","Thu Mar 05 09:37:55 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API request with minimal dataset for different vaccine types","3497","Verify that the POST Create API request with minimal dataset for different vaccine types","features.APITests.steps","Thu Mar 05 09:31:21 UTC 2026","passed","Thu Mar 05 09:31:24 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","4023","Verify that the POST Create API for different vaccine types","features.APITests.steps","Thu Mar 05 09:30:12 UTC 2026","passed","Thu Mar 05 09:30:16 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API request with minimal dataset for different vaccine types","3913","Verify that the POST Create API request with minimal dataset for different vaccine types","features.APITests.steps","Thu Mar 05 09:30:23 UTC 2026","passed","Thu Mar 05 09:30:27 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient's data of birth has future or invalid formatted date","2000","Verify that the POST Create API will fail if patient's data of birth has future or invalid formatted date","features.APITests.steps","Thu Mar 05 09:32:26 UTC 2026","passed","Thu Mar 05 09:32:28 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/status.feature: Verify that unauthenticated clients cannot get a successful response from the API","159","Verify that unauthenticated clients cannot get a successful response from the API","features.APITests.steps","Thu Mar 05 09:37:07 UTC 2026","passed","Thu Mar 05 09:37:07 UTC 2026","","Get the API status","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Flu event is created and search post request fetch the only one record matched with identifier with correct version id","2592","Flu event is created and search post request fetch the only one record matched with identifier with correct version id","features.APITests.steps","Thu Mar 05 09:36:29 UTC 2026","failed","Thu Mar 05 09:36:32 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/read.feature: Flu event is created and updated twice and read request fetch the latest version and Etag","5678","Flu event is created and updated twice and read request fetch the latest version and Etag","features.APITests.steps","Thu Mar 05 09:33:47 UTC 2026","passed","Thu Mar 05 09:33:53 UTC 2026","","Read the immunization of a patient","",""
