"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API will throw error if date to is invalid","1342","Verify that Search API will throw error if date to is invalid","features.APITests.steps","Wed Feb 25 09:48:52 UTC 2026","passed","Wed Feb 25 09:48:54 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient gender is invalid","1314","Verify that the POST Create API will fail if patient gender is invalid","features.APITests.steps","Wed Feb 25 09:47:07 UTC 2026","passed","Wed Feb 25 09:47:09 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different supplier fails on access denied","1338","Verify that the POST Create API for different supplier fails on access denied","features.APITests.steps","Wed Feb 25 09:46:09 UTC 2026","passed","Wed Feb 25 09:46:10 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","2720","Verify that the POST Create API for different vaccine types","features.APITests.steps","Wed Feb 25 09:44:48 UTC 2026","passed","Wed Feb 25 09:44:51 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that VACCINATION_PROCEDURE_TERM, VACCINE_PRODUCT_TERM, SITE_OF_VACCINATION_TERM, ROUTE_OF_VACCINATION_TERM fields are mapped to respective text fields in imms delta table","2054","Verify that VACCINATION PROCEDURE TERM, VACCINE PRODUCT TERM, SITE OF VACCINATION TERM, ROUTE OF VACCINATION TERM fields are mapped to respective text fields in imms delta table","features.APITests.steps","Wed Feb 25 09:45:52 UTC 2026","passed","Wed Feb 25 09:45:54 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API will fail if recorded has future or invalid formatted date","2041","Verify that the POST Create API will fail if recorded has future or invalid formatted date","features.APITests.steps","Wed Feb 25 09:46:30 UTC 2026","passed","Wed Feb 25 09:46:32 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API will throw error if NHS Number is invalid","1342","Verify that Search API will throw error if NHS Number is invalid","features.APITests.steps","Wed Feb 25 09:48:26 UTC 2026","passed","Wed Feb 25 09:48:28 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","1837","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Wed Feb 25 09:48:15 UTC 2026","passed","Wed Feb 25 09:48:16 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","1715","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Wed Feb 25 09:47:56 UTC 2026","passed","Wed Feb 25 09:47:57 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different supplier fails on access denied","1442","Verify that the POST Create API for different supplier fails on access denied","features.APITests.steps","Wed Feb 25 09:46:06 UTC 2026","passed","Wed Feb 25 09:46:08 UTC 2026","","Create the immunization event for a patient","",""
