"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","7091","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Tue Apr 07 09:29:08 UTC 2026","passed","Tue Apr 07 09:29:15 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/update.feature: Verify that the Update API will be fails if patient's date of birth has future or invalid formatted date","7267","Verify that the Update API will be fails if patient's date of birth has future or invalid formatted date","features.APITests.steps","Tue Apr 07 09:38:50 UTC 2026","passed","Tue Apr 07 09:38:57 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","7663","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Tue Apr 07 09:28:52 UTC 2026","passed","Tue Apr 07 09:29:00 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/status.feature: Verify that the /ping endpoint works","150","Verify that the /ping endpoint works","features.APITests.steps","Tue Apr 07 09:35:09 UTC 2026","passed","Tue Apr 07 09:35:09 UTC 2026","","Get the API status","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient forename is invalid","2102","Verify that the POST Create API will fail if patient forename is invalid","features.APITests.steps","Tue Apr 07 09:25:28 UTC 2026","passed","Tue Apr 07 09:25:30 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/delete.feature: Verify that the Delete event request will fail with Not found error","2209","Verify that the Delete event request will fail with Not found error","features.APITests.steps","Tue Apr 07 09:27:05 UTC 2026","passed","Tue Apr 07 09:27:07 UTC 2026","","Delete an immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that VACCINATION_PROCEDURE_TERM, VACCINE_PRODUCT_TERM fields are mapped to first instance of coding.display fields in imms delta table","7469","Verify that VACCINATION PROCEDURE TERM, VACCINE PRODUCT TERM fields are mapped to first instance of coding.display fields in imms delta table","features.APITests.steps","Tue Apr 07 09:21:51 UTC 2026","passed","Tue Apr 07 09:21:58 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","6869","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Tue Apr 07 09:30:20 UTC 2026","passed","Tue Apr 07 09:30:27 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","7455","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Tue Apr 07 09:30:06 UTC 2026","passed","Tue Apr 07 09:30:14 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient's data of birth has future or invalid formatted date","2125","Verify that the POST Create API will fail if patient's data of birth has future or invalid formatted date","features.APITests.steps","Tue Apr 07 09:25:06 UTC 2026","passed","Tue Apr 07 09:25:08 UTC 2026","","Create the immunization event for a patient","",""
