"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Immunization Service","2","Update the immunization of a patient","23","0","","0"
"0","Immunization Service","7","Search the immunization of a patient","59","0","","0"
"0","Immunization Service","0","Get the API status","4","0","","0"
"0","Immunization Service","4","Create the immunization event for a patient","79","0","","0"
"0","Immunization Service","0","Read the immunization of a patient","7","0","","0"
"0","Immunization Service","1","Delete an immunization of a patient","5","0","","0"
